cluster,score
2,0.2319832193039109
3,0.1880042896249773
4,0.15936431903186152
5,0.156349078683526
6,0.12907710797941538
7,0.12855052387333216
8,0.009685796859280242
9,0.011246831844951987
10,0.023294133273837767
11,0.037793913010897115
12,0.012448452108736487
13,-0.002572245857416312
14,0.006063231539932251
