0.3975329492289276,45,0.8061956196062801,0.9931126947078919
0.4020312583316875,33,0.9729318211042611,0.4401249138262354
0.44907556574356766,48,0.4042251658356428,0.11692616020113943
0.41228670221380387,13,0.874271686712535,0.04439644587439769
0.4133754956008469,11,0.9029775463022653,0.03623784831119907
0.41513813124303517,6,0.9231510573169465,0.5074818413274804
0.43640378891159703,21,0.08030106088204204,0.29614615741569
0.4570676648852985,29,0.10978965309636173,0.3290983316455052
0.40810075766552933,24,0.43970862966144414,0.5533720211051588
0.3921512672468955,8,0.5456457506319475,0.8840152062070296
0.44291774401684963,36,0.019216203285257416,0.7196157822518107
0.5166742688914813,50,0.2825475820909161,0.2340297543084522
0.4964935547729633,40,0.22284425067749708,0.28515044973836234
0.4882147811979607,40,0.2495910018252691,0.20873470527938526
0.5056892566092549,50,0.26467076700471387,0.3429609856994977
0.3770745507255276,48,0.601245778403839,0.6488401711747851
0.4978163524518833,50,0.2741882438023763,0.3957971352386559
0.3886063004485219,43,0.6635506634912379,0.17742793302762866
0.412966284571989,34,0.353739514789425,0.6117489972864758
0.4410804204833924,19,0.1773399908395551,0.39765968861236506
