cluster,score
2,0.2752748657806685
3,0.14342775796045062
4,0.12660770906012256
5,0.1098125708623193
6,0.03902669523000339
7,0.03918392311335585
8,0.026726021829666092
9,0.02215843661718558
10,0.01991670189050948
11,0.017228301128082643
12,0.005196648693225326
13,0.007884958876990238
14,-0.018180786773263583
