cluster,score
2,0.31531041038859536
3,0.16812787154618247
4,0.17557893804460012
5,0.158795689130595
6,0.11560996267161833
7,0.13650846363470806
8,0.11787359223128763
9,0.09809865503706966
10,0.10093948264571286
11,0.06919694580265062
12,0.09498179013825417
13,0.09750654245491078
14,0.061528836681407746
